question,answer
如何判断产品是否更新或下架,您好，平安好车主APP上的产品会定期根据用户需求等做出相应调整，若您已通过产品名称、查找产品列表等方式都无法查询到，则表示该产品暂未上线或确已下架。对此给您造成的不便，敬请谅解。
机动车异地年审所需材料,您好，车辆异地年审一般情况下需要客户带上车主的身份证、行驶证、车辆保险资料、车船税原件复印件可以在异地年审，具体以年检代办服务中提示的资料为准。
手机号码被别人注册如何处理,您好，如果您的手机号码被别人注册了账号，请使用短信验证码登录后申请注销原账号，注销成功后再次注册登录自动生成新账号。
车辆维修耽误时间和路费如何赔付,您好，保险公司根据保险条款负责赔偿车辆事故的直接损失，但造成时间和路费方面的间接损失不在理赔范围内，您也可以联系理赔员咨询。
福利洗车券预约方法,"您好，如需洗车，可按以下方式操作：

1、若有洗车券：可通过APP底部→我的→ 我的卡券 →选择对应的洗车券，兑换使用即可；
2、若无洗车券：可通过APP首页→洗车→选择附近的洗车店→购买洗车券，即可洗车。

★温馨提醒：
具体使用说明及注意事项，请查看卡券详情。"
理赔次数查询,"您好，您可通过APP首页→ 办理赔/报保险 →车险理赔/非车险理赔→赔案查询，即可查询该保险期限内总理赔次数。

★温馨提醒：
因部分车险案件存在赔款未到账、放弃索赔或拒赔等情况，故报案次数不等于理赔次数，案件赔付后才会计入理赔次数。"
油卡充值次数的限制,您好，若您在加油充值过程中，遇到提示您次数已达上限，是由于每张加油卡每日充值次数不能超过3笔，建议您第二天再来充值，给您带来不便，敬请谅解。
如何编辑加油卡,"您好，您可点击 我的油卡 ，进入油卡管理页面，可进行添加、删除油卡等操作。

★温馨提醒：
目前暂不支持油卡卡号修改，如卡号填写错误，可删除该卡号后重新添加。"
页面提示“火爆”的原因,您好，由于参与人数较多，活动显示火爆，您可稍后再尝试，或下载并安装最新版平安好车主APP，重新进入后领取。
兑换专区兑换商品开票说明,您好，兑换商品如需发票，可在订单完成后，通过订单页面自助申请开具电子发票，且只有现金部分可以开票，积分/权益卡券兑换的商品不支持开票。
投保单怎么签字,"您好，电子投保单签字步骤如下：

第一步：点击“开始人脸识别”确认通过后进行下一步；
第二步：单证查看，阅读条款；
第三步：投保人签名，每个格子写一个字，签完后，请点“提交”按钮即可。"
卡券更换服务网点,您好，卡券兑换/购买前可以选择使用网点，兑换/购买后不支持更换使用网点。
代驾订单无法提交的处理方式,"您好，如果出现“该用户有一笔订单未支付，请支付后再叫单”的提示，表明您可能有一笔代驾车费未支付或正在进行未结束的订单，需要完成前一订单并支付后才能再发起新订单。

★温馨提醒：
订单支付途径：使用下单统一手机号码，登入微信→我的→支付→滴滴出行，或滴滴APP、E代驾APP、支付宝→滴滴出行，查找订单，可以点击未支付代驾订单微信支付即可。"
我报案成功了吗？,您好，收到报案号代表受理报案成功，您可通过APP首页→ 办理赔/报保险 →根据案件类型进入【车险案件】或【非车险案件】，选择对应案件查看所属案件的后续操作指引。
话费充值是否提供发票,"您好，话费充值业务发票是由运营商提供，您可登录网上营业厅直接申请、下载打印电子发票，或直接至营业厅打印（卡充充值方式目前无法提供发票），具体开票规则以官方说明为主。

★温馨提醒：
卡券充值话费无法提供发票。"
输入验证码后系统提示异常,输入验证码后系统提示异常时，请您先核实输入的验证码与收到的短信验证码是否一致，若验证码已过期（一般为120秒），需要您重新获取验证码再次输入。
车辆被改装、加装是否影响理赔,"您好，根据机动车商业保险条款规定，被保险机动车被转让、改装、加装或改变使用性质等，被保险人、受让人未及时通知保险人，且因转让、改装、加装或改变使用性质等导致被保险机动车危险程度显著增加的，不属于保险责任。但如车辆新增加设备后，有投保新增加设备损失险的除外。

★温馨提醒：
根据您的描述无法准确判断您的损失是否在保险责任范围内，若您的爱车有发生事故，建议尽快报案，由工作人员为您核实处理。"
为什么车损保额高了,您好，车损险的保额是您这款车在保险合同签订地购置与保险车辆同类型新车（含车辆购置税）的价格，只要您在我们网上输入的车型和配置型号是正确的，我们系统带出来的保额就是足额投保的保额。
定位城市失败,您好，您可以在您的手机设置当中开启对应APP的定位功能，开启后即可根据GPS定位到您的位置。
意健险理赔材料说明,您好，自助报案，您可通过APP首页→ 办理赔 →非车险理赔→点我报案，根据页面提示提交理赔材料，或根据理赔客服人员指引准备相关理赔材料，一般包含：1、意外伤残需准备材料：门诊或住院病历，有关部门出具的意外事故证明、伤残鉴定报告等；2、意外医疗需准备材料：门诊或住院病历、门诊或住院费用收据原件及明细清单、有关部门出具的意外事故证明等；3、疾病住院需准备材料：医院的住院病历、住院发票、费用清单、社保审核单（有医保的人员）、被保险人身份证及银行账户信息等材料，具体以保险合同要求为准；4、意外身故需准备材料：医学死亡证明、户籍注销证明、火化证明、死者身份证及户口本复印件、死者已婚需提供死者结婚照复印件、全部受益人身份证正反面及户口本复印件、全部受益人与死者关系证明等。
如何通过保单查询车船税缴纳情况,"您好，车船税是否代缴的查询途径如下：

1、您可点击 电子发票 →交强险→备注，即可查询车船税缴纳信息及税款所属期限；
2、通过纸质保单进行查询，交强险保单上车船税代缴信息一栏合计处查看是否显示车船税缴税金额，如显示“300元”则代表保单中代缴了300元车船税。如显示“--”、“0”，或空白时，均代表保单中未代缴车船税。"
代办年审后的回执,"您好，代办年审完成后，平安授权合作供应商会将年审合格标志、检测费发票统一交还给您。

★温馨提醒：
1、平安提供的代办年审服务是委托第三方服务商来进行的，具体时效可直接联系合作供应商进行核实；
2、部分地区已实行年审标志电子化服务，具体情况请咨询当地车辆管理部门。"
社保有哪些类型,社保类型广泛：包含城镇职工基本医疗保险、城镇居民基本医疗保险、新型农村合作医疗、医疗救助等政府基本医疗保障项目。
怎么预约,
如何退出报案,您好，若您不想赔了，您可进入APP首页→ 办理赔 →理赔中心，选择对应的案件，点击“取消案件”，输入验证码并签署放弃索赔申明。
代办年检订单查询途径,"您好，代办年检订单查询途径如下：

1、通过APP首页→享服务→ 年检代办  →年检订单查询；
2、通过APP底部→我的→ 我的订单 →年检代办查询。"
销户,
什么是车身划痕损失险,车身划痕损失险是指在保险期间内，投保了该附加险的机动车在被保险人或被保险机动车驾驶人使用过程中，发生无明显碰撞痕迹的车身划痕损失，保险人按照保险合同约定负责赔偿。
物流无法查询,
如何注销APP账号,您好，您可通过APP底部→我的→设置→账号与安全→账号注销，按提示操作即可。★温馨提醒： 注销账号后，卡券积分等福利将一并失效，无法补回，请谨慎操作。
什么是租车押金,您好，平安好车主现已上线在线免押服务，下单时您可通过本人支付宝进行芝麻认证免押申请，认证通过后可享受免除租车押金及违章押金服务，取车时无需支付，取车后支付宝将冻结您的额度，还车后30天内解冻额度。同时您也可以选择线下通过信用卡刷预授权或现金的形式缴纳押金，具体规则押金冻结及解冻规则可在订单确认页查看或咨询车行。
更换理赔员,您好，目前无法为您直接更换车险定损员，您可在下方问题描述中填写：车牌、手机号及案件号，提交专员核实处理。
保障新型冠状病毒肺炎的产品,您好，平安目前在售的平安E生平安·百万医(互联网版)、平安E生平安·孝心保·服务款(互联网版)、平安守护·中老年人意外险(互联网版)、平安逸家·宅无忧一家保，均可为您提供健康风险保障，详情可通过APP底部→ 找保险 →选择您需要的产品，进入了解详情。
去年投保证件后四位是什么,您好，续保时要求输入的去年投保的证件号后4位，一般为车主或被保人身份证号码后4位，您可以核实一下上年保单上的登记信息。
切换车辆步骤,您好，您可通过APP底部→我的→ 我的爱车 →顶端选择需要切换的车辆即可。
判定过户车的标准,您好，属以下情况之一的则认定为过户车：1、过户时间在上年买保险到今天之间；?2、行驶证发证日期与注册日期不一致，且发证日期在一年内。★温馨提醒：仅变更车牌，未变更车主名字不算过户。
车辆玻璃案件,"您好，您可通过APP首页→办理赔/报保险→ 我要报案 ，进行自助报案。

★温馨提醒：
玻璃单独破碎险已并入车损险理赔范围，若投保了车辆损失保险，可向保险公司报案申请理赔。"
车险保单被保险人身份证号查询,您好，如果您的车险投保人与被保险人为同一人，您可点击 电子保单 →选择选择对应险种，即可查询保单被保险人身份证号。
停车优惠券的来源和使用方式,"您好，APP会不定期推出停车相关线上活动。如您已获得优惠券，可通过点击卡卷下方【去停车】→点击【去附近停车场】→寻找支持在线支付的停车场，停车离场后，可使用停车优惠券抵扣停车费用。

★温馨提醒：
此卡券只支持在线支付抵扣使用，线下支付停车费无法使用，具体使用规则以卡券底部显示为准。"
投保车险需要哪些资料,"车险投保资料如下：
1、新车：合格证或发票，投被保险人、车主身份信息；
2、转续：行驶证正副本（含车辆年检有效期盖章页），投被保险人、车主身份信息；

★温馨提醒：
个人车提供身份证正反面、团车提供营业执照正副本。"
保险发票丢失能否补办,"您好，保险发票分为纸质发票和电子发票，发票补办方式如下：

1、纸质发票补办：因各地政策的差异，发票能否补办可联系专属客户经理核实；
2、电子发票补办：可通过APP首页→查保单→ 电子发票 ，选择对应保险查看，即可下载打印。"
平安门店的营业时间,"平安门店的营业时间一般为工作日上午9：00-12：00，下午14：00-17：30，少数门店周未也是会有人值班。

★温馨提醒：
您可通过APP首页→ 服务地图 →【平安门店】查询具体的营业时间。"
平安信用卡客服热线,"您好，您咨询的平安信用卡客服热线是：

95511-2。您也可以致电0755-22220073快捷电话，即可转信用卡人工客服。"
交强险和商业车险的不同之处,"您好，交强险和商业险的不同主要有以下几个方面：

1、交强险实行分项责任限额；
2、交强险实行（除拖拉机外）全国统一的保险条款和基础费率。监管按照交强险业务总体上不盈利不亏损的原则审批费率；
3、具有强制性：根据《条例》规定，机动车的所有人或管理人都应当投保交强险，同时，保险公司不能拒绝承保、不得拖延承保和不得随意解除合同；
4、保障范围不同：除了《条例》规定的个别事项外，交强险的赔偿范围几乎涵盖了所有道路交通责任风险。而商业三者险中，保险公司不同程度地规定有免赔额、免赔率或责任免除事项；
5、赔偿原则不同：根据《道路交通安全法》的规定，对机动车发生交通事故造成人身伤亡、财产损失的，由保险公司在交强险责任限额范围内予以赔偿。而商业三责险中，保险公司是根据投保人或被保险人在交通事故中应负的责任来确定赔偿责任。"
如何选择报案类型,您好，如您是车辆事故，在好车主首页点击【办理赔】，选择【车险理赔】即可进行报案，如您是意外险、航班延误等非车险事故，选择【非车险理赔】即可进行报案。
无法代人预约体检怎么办,"您好，在线无法代人预约体检，您可通过以下方式操作：

1、若页面没有“代人预约”字样：先确认是否已经绑定使用人；如已绑定，则需要提供投保人和家人的2张身份证一起合照，或户口本等材料验证家人身份+投保人手机号+卡号+保单号，关注【平安健康】的公众号后，点击右下角的健康药房→我的客服→体检咨询→常见问题推荐第2页→转人工，提供信息后由健康客服协助您处理；
2、投保人无法验证人脸识别：仍需按照上面的咨询流程找平安健康人工客服协助您处理。

★温馨提醒：
也可下载平安健康APP，通过首页右上角→客服→体检→转人工，提供信息后由健康客服协助为您上报处理。"
车辆免上线年检服务说明,"您好，自2022年10月1日起，符合免检新政的车辆9座以下非营运轿车、小型载客汽车、微型载客汽车，车龄在6年以内【不含第6年】，且未发生过人伤亡事故的车辆，可免去车辆上线检测环节。6年至10年的非营运小型客车，第6年、第10年检验一次；超过10年的，每年上线检测1次。

★温馨提醒：
免检期间无需上线检测，车辆可不用开过去，但第2年、第4年、第8年需申领一次“车辆检验合格标志”。"
保险订单查询不到的处理方式,"您好，保险订单无法查询一般有以下原因：

1、网络连接异常，建议您尝试刷新或退出后重新登录软件；
2、未使用投保人本人手机号登录账户，需使用投保人本人手机号登录后查询；
3、平安好车主保单信息同步可能存在延迟，若您刚完成投保，可稍等5至10分钟再试。"
车辆信息变更保单未批改的影响,您好，根据车险条款，需履行如实告知义务，当新车上牌、车辆信息变更或有误，需要及时进行批改；如果不及时批改，有可能影响您的保险权益。
批改保单人工审核时效,您好，如果是审核人员在线时提交的业务，系统审核会在30分钟左右审核通过，人工审核一般需要2小时左右审核通过，完成后我们会以APP消息推送给您。审核人员下班后，人工审核无法通过，需要第二天重新提交批改。
保单变更信息查询,"您好，如需查询保单变更信息，可点击 变更查询 ，即可查看。

★温馨提醒：
车牌批改一个小时后可查询，批改其他信息建议批改后一个工作日进行查询。"
电子凭证无法下载/分享,您好，电子保单、发票无法下载/分享，请先核实是否为本人保单，他人授权的保单只有查看权限，无法进行下载/分享。
如何选择车险险种,您好，由于每个人风险不同，办理的汽车保险也应该是不同的。一般大家比较认可的险种组合有：交强险+车损险+第三者责任保险+车上人员险，还可以附加车身划痕险等。
ETC介绍说明,您好，ETC专用电子标签设备包括蓝牙OBU设备及ETC卡片，安装激活后全国高速均可通行。
车主爱家保保险责任,"您好，平安车主爱家保保险责任如下：

1、保障名下所有房屋（建筑结构为钢混或砖混且用于居住的商品房），不承保村房、自建房、小产权房、经营用途的房屋；
2、保障因火灾、自然灾害等导致的房屋主体及房屋装修损失（不包含室内财产）但入室抢劫或盗窃造成的室内财产损失有保障。"
保单批改后的信息更新时效,您好，保单批改信息同步存在1天延迟，请您耐心等待更新，于修改成功的次日再来查看。
行驶证过期年检处理方式,"您好，行驶证过期后年检可正常由第三方代办处理，您可通过APP首页→ 年检代办 进行预约。

★温馨提醒：
1、在办理完成前不能使用车辆，超期期间所产生的风险由客户自行承担；
2、部分城市年检逾期的情况下暂无法提供代办服务，需要您自行办理，具体以各地要求为准。"
适合家庭的险种,"您好，一张保单保全家，投入小覆盖广，保障意外和健康风险。

为您推荐以下产品，快点击了解下吧??"
如何切换城市,您好，您可通过APP首页→点击【城市名】→在搜索栏输入城市名或拼音，直接点选城市名切换至对应城市。
理赔材料缺失有什么影响,您好，理赔材料缺失会影响到案件的理赔审核进度，一些重要理赔材料如：发票、收据等材料缺失也可能会导致无法理赔等情况。建议您申请理赔时带齐相关的理赔材料，以便我司尽快审核给付。也可将现有理赔材料先行上传，如有疑问，案件理赔员会联系您核实确认，也可主动联系理赔员核实处理办法。
商业险退保的条件,"您好，一般情况下，车辆商业险退保暂无特殊要求。

★温馨提醒：
如有未结车险理赔案件，为了避免影响理赔，建议等案件结案后再办理商业险退保。如有特殊情况，请联系承保地退保部门核实。"
车子被碰坏，找不到第三者的处理方式,您好，车子被碰坏，找不到第三者时，首先保护现场，报警处理，再通过平安好车主APP报案由保险公司派工作人员现场查勘定损。如果是他人过错造成的，应由第三者（责任方）赔偿，如确实无法找到第三者的，保险公司可以予以赔偿，索赔时应提供公安部门出具的相关证明。
旅游系列保险,"您好，国内外旅游最难测的就是各种意外和突发疾病，为此，不妨提前准备一份旅游保险，让出行变得更有保障。

为您推荐以下产品，快点击了解下吧??"
非车险被保险人年龄范围,您好，不同保险承诺的保障年龄各有不同，详细信息请见保险介绍页面中的投保说明。购买旅游保险时，请注意与您的同行人中是否有80岁以上老人和不满1周岁的儿童，并为其选择合适的保险哦。
事故双方负同责如何赔付,您好，如果保险事故双方均有责，且不涉及人伤且赔付金额在2000元以内，可以进行互碰自赔；如果高于2000元，则按正常理赔流程进行。
车险已经赔付是否能注销,"如果您是需要将已赔付的车险案件退回，注销本次案件。您需要将从我司获得的理赔款全额转账至当地机构的财务账户，转账完成后，工作人员可帮您操作注销。
注：因为各地方的监管要求不同，具体操作建议先联系理赔机构确认。"
安壹通加油下不了订单,您好，若您在使用安壹通加油时下不了订单，您先查看卡券是否在有效期内，确认无误后，可以尝试先退出APP重新登录，登录后通过平安好车主APP底部→我的→ 我的订单 ，选择处理待付款的订单，点击去支付；也可以取消订单后重新下单购券。
如何联系商家？,您好，若需联系商家，您可点击商品详情页“联系商家”即可。
无法违章代缴的原因,您好，目前平台仅支持部分地区处理不扣分违章及全国处罚决定书罚单代缴。若页面提示无法代缴，请核实是否符合代办条件，若不符合建议尝试通过其他方式处理。
洗车服务,
商品退货的运费谁承担？,您好，目前兑换专区的所有商品都是单向包邮。如非质量问题导致商品退换货，运费需要客户承担。
专票如何开具,您好，如果您需要开具专票，请联系您的专属客户经理协助处理。
保费是月缴还是年缴,"您好，您可在APP中找到对应险种，进入险种详情页面，页面下方若有缴费方式选择，则您可根据实际情况选择月缴还是年缴；若没有缴费方式选择，则默认为年缴。

★温馨提醒：
产品具体保障期限可在险种详情页面中查看。"
车籍变更保险批改流程,您好，车辆办理外迁（转籍）后，车辆的档案、车牌会有相应的变更。变更成功后，您可以通过APP首页→查保单→ 信息修改 →选择对应险种，按页面信息操作即可，如操作失败，请点击 门店预约 咨询办理。
何时需要人脸识别,安安不太明白您的意思，要不您换个问法再试试，或许安安就能明白啦！
用户问题类型为保单号码,
交强险与三者险的关系,您好，交强险和三者险都是保第三方的人伤和物损的，交强险是分项限额的，所以三者险是交强险的一个有效补充。
礼品、服务使用咨询,您好，目前的礼品、服务可以绑定车牌后点击 我的卡券 进行查看及使用。如果是礼品没有拿到、没有兑现成功或其他事宜，建议联系您的专属客户经理核实，谢谢。
车险理赔单证,"您好，因理赔地区不同，车险案件理赔所需材料会有差异，您可以登陆 理赔指引 根据您需要办理理赔的省份或城市及案件类型进行选择查看。

★温馨提醒：
因实际所需材料可能会有出入，建议您办理之前先联系理赔人员确认，以免耽误您的宝贵时间。"
年检代办联系不上代办师傅怎么办,您好，若联系不上年检代办师傅，可在 我的订单 →年检订单详情页面，联系供应商。
安诊无忧·百万医疗险(互联网版)投保途径,您好，您可通过APP底部→找保险→健康险→ 安诊无忧·百万医疗险 (互联网版)，进入了解和购买。
短期保险有哪些,"您好，短期意外险，专为短期需求设计，可供不同职业选择，保障更全面。

为您推荐以下产品，快点击了解下吧??"
无法预约,
平安信用卡额度,您好，信用卡额度由平安银行信用卡部门根据客户实际情况审核而定，一般在3000元-50000元不等，具体额度以银行审核为准。
如何录入理赔支付信息,您好，您可以在支付信息页面中手动录入，或点击拍照按钮，拍摄银行卡照片，智能识别，自动录入银行卡信息。
平安好车主渠道投保保费支付方式,"您好，APP上投保车险过程中可以支持壹钱包、微信、支付宝、银行卡（储蓄卡/信用卡）等支付方式，暂时不支持万里通积分支付。

★温馨提醒：
1、上海地区只能用快钱一种方式，微信支付宝等其他方式均不能使用；
2、银行卡支持哪些银行以页面带出的为准，目前平安银行及四大主要银行均可支付；
3、由于行业平台负荷问题，部分地区微信支付暂不可用，正在修复中，请您尽量用支付宝、银行卡等方式支付保费。"
贷款车投保渠道限制,您好，保险公司提供多种投保渠道供客户选择，并无特殊要求，客户可以自行选择，但贷款车的保险购买渠道取决于贷款机构是否有特殊要求，具体可联系贷款机构确认。
平安百万车家保的健康管理服务包含哪些,您好，平安百万车家保(互联网版)的健康管理服务：三选一（心脑守护、三高健康管理、老幼孕关爱计划、健康管理服务+住院垫付服务）。
什么是“车船税”？,您好，车船税是指在中华人民共和国境内的车辆、船舶的所有人或者管理人按照中华人民共和国车船税法应缴纳的一种税。需要在投保交强险时缴纳车船税。车船税实行定额税率。车船税的适用税额，依照车船税法所附的《车船税税目税额表》执行。乘用车以车辆登记管理部门核发的机动车登记证书或者行驶证书所载的排气量毫升数确定税额区间。
保险能否延期,您好，保险能否延期，需联系您的专属客户经理核实。
交通事故证明？,您好，交通事故证明是由公安交通管理部门开具的文书材料。
用户问题类型为身份证号码,
保单投保日期查询,您好，您可点击 电子保单 →选择对应险种，最下方可查看保险保单的投保日期。
发票信息能否更改,
平安信用卡有哪些还款方式,"您好，平安好车主信用卡的有以下几种还款方式：

1、微信公众号还款路径：您可以关注【平安银行信用卡】公众号，选择【服务*借款】→一键还款；
2、平安口袋银行还款路径：通过下载【平安口袋银行APP】→信用卡→我的账单→一键还款；
3、支付宝首页或微信钱包也可以还款。

★温馨提醒：
无论卡片是否激活，是否注销，以上路径均可还款。"
平安好车主信用卡加油8折活动时间,您好，平安好车主信用卡加油8折的活动时间为：2022年6月1日~2022年12月31日。
案件是否能全赔,非常抱歉，案件理赔金额需要由理赔人员核定，如需咨询案件能否全赔，您可联系案件理赔人员了解详情，感谢您的理解。
兑换专区礼品未收到误点收货处理方法,您好，若您在兑换专区兑换的礼品未收到误点了收货，请放心，对配送无影响哦，供应商发货商品会正常发货的。
案件信息修改,"您好，若需要修改案件信息，建议您联系负责您案件的理赔员。

★温馨提醒：
事故时间无法更改。"
不同城市投保车险价格是否一致,您好，汽车保险也有地域之分，不同地方购买车险会存在不同的投保政策，因此保费也会有差异，具体可联系您的专属客户经理核实。
如何上传使用证明,安安不太明白您的意思，要不您换个问法再试试，或许安安就能明白啦！
投保区域无法选择,"您好，若您在投保时出现无法选择投保区域的情况，您可联系专属客户经理协助解决，感谢您的支持。
"
无法上传资料如何处理,图片无法上传，一般是由于网络问题造成的，请先检查一下网络哦~若还是无法上传，请咨询人工客服。
如何查询药物订单信息,您好，您可点击 问医生 ，进入问医板块，点击我的→我的订单，即可找到对应订单进行相关操作。
非车险对承保职业的要求,"您好，不同的保险可以承保的职业类别有所不同，具体如下：

意外险：可在投保须知页面查看意外险险种可以承保的职业类别，并在本保险条款中所附的 职业分类表 来判断自己的职业类别；
健康险：您可在险种页面底部“不承保特别职业种类表”查看，不是其中职业即可。"
如何查询非车保单,"您好，非车险保单可点击 电子保单 →险种→财产意外险，即可查询。

★温馨提醒：
1、平安好车主保单同步存在延迟，若您刚投保成功，需等待10分钟后查询；
2、需投保人实名认证后查询；
3、团体（企业）名义购买，请下载平安 企业宝 查询。"
"打开不了摄像头/相册/麦克风/电话,收不到通知","您好，打开不了摄像头/相册/麦克风/电话一般是权限问题，您可前往设置中处理；收不到通知：打开""设置->通知->平安好车主""检查是否允许通知。"
ETC设备办理是否全国通用,您好，ETC设备全国高速均可通行，按照各地折扣标准收取通行费。
商城订单发货时效,
平安好车主微信公众号,"您好，平安好车主微信公众名为：

平安好车主，微信号为：pingancx_95511。您可以打开微信通讯录选择公众号点击添加即可。该微信是平安产险官方账号，为客户提供车险购买查询、自助理赔、专属客服、违章查询等服务。"
【一键挪车】功能进入途径,您好，您可点击 一键挪车 ，即可进入一键挪车。
非事故免费救援的服务内容,"您好，非事故免费道路救援服务内容：

包括接电、紧急加水、更换轮胎、轮胎充气、故障拖车、紧急脱困、紧急送油。

★温馨提醒：
1、紧急送油服务部分区域因当地政府对散装油有严格限制，故存在送油限制，可安排拖车服务；
2、轮胎充气以当地服务为准；
3、免费服务指救援服务费用免费，包括救援人员的服务费、车辆使用费等；
4、服务提供过程中救援车辆产生的合理过路过桥费、客户需更换零配件等物料费用由客户承担。"
什么是为谁投保,您好，“为谁投保”，是您在办理保险时，需要选择的此份保险的被保人，您可根据实际情况选择，按照页面提示填写对应信息即可。
车牌类相关问题咨询,
车险续保超时对保费的影响,您好，车险续保超时会对下年保费有影响，但因各地方行业协会平台对续保时间要求及规定不一致，具体需联系当地承保公司确认。若无其他特殊情况下，建议您提前做好续保准备。
退保意向审核时效,您好，因申请人较多，具体时效以人工受理时间为准，请您留意950开头的电话，可能会有服务人员联系您处理，如需催促您可主动联系您的专属客户经理加快受理。
自己垫的医疗费如何报销,自己垫的医疗费赔付，一般情况下，等出院后，携带交通事故责任认定书、医疗发票、完整住院病历和费用清单，和被保险人一起可到我司申请先行预赔医疗费。
车辆更换后保险如何处理,"您好，如果您的车辆需要更换，保险可以根据实际情况办理过户或者退保：

1、如果车辆是打算过户处理，建议您可以将保险办理过户处理；
2、如果车辆是打算报废处理，建议您可以将保险办理退保处理。

★温馨提醒：
保险不能过户给新车使用。"
车险退保费用到账查询,抱歉，目前暂不支持退保费用到账查询，建议您联系您的专属客户经理进行核实。
卡券被冻结如何处理,"您好，卡券被冻结的情况如下：

1、可能是卡券下单后未支付，订单也未取消，卡券将一直是使用中（即“冻结”）状态，您可通过APP底部→我的→ 我的订单，取消对应订单后，卡券将可继续正常使用；
2、部分保险附带服务券，会因保单退保而被冻结，冻结后卡券将无法使用。"
如何修改绑定的车辆信息内容,"您好，各项服务功能显示的车辆信息内容是与您所绑定的车辆是同步的，若您想要更改或删除相关的车辆信息内容，您只需要将当前车辆删除后再重新操作即可。 

★温馨提醒：
 若您删除车辆后重新绑定仍发现车辆信息错误，建议您查看下您的保单信息内容并进行批改。"
住院检查费能否报销,"您好，检查费属于医疗费的一种，在交通事故中受伤产生的医疗费，统一按照《道路交通事故受伤人员临床诊疗指南》和国家基本医疗保险的同类医疗费用的标准报销。
"
非新能源车折旧率,"您好，根据您爱车的不同类型，月折旧率标准不同，具体如下：

1、9座以下非营业客车，月折旧率0.60%；
2、10座以上非营业客车，月折旧率0.90%；
3、非营运微型载货汽车、带拖挂的载货汽车，月折旧率0.90%；
4、营业客车（出租）、运微型载货汽车（出租）、带拖挂的载货汽车（出租），月折旧率1.10%。

★温馨提醒：
1、折旧按月计算，不足一个月的部分，不计折旧。最高折旧金额不超过投保时被保险机动车新车购置价的80%；
2、折旧金额=新车购置价×被保险机动车已使用月数×月折旧系数。"
什么是药诊卡,您好，药诊卡就是结合了在线问诊和一定面值的药品抵扣权益的卡券。
平安好车主车中心验证保单失败,您好，若您在车中心验证保单失败或身份证验证不成功，或您的页面未显示任何的验证通道（例：未显示“发现保单”字样），您可以试着调试网络后再试。
停车功能无法使用,您好，因系统升级或网络异常的原因，会暂时导致停车功能无法使用，请您尝试刷新或退出后重新登录软件后再尝试。
怎么查看保险条款,
在哪里查看赔付比例,赔付比例由投保人、保险公司在投保时协商确定，并在保险单中载明，投保成功后可以在保险单中查看赔付比例。
平安守护·全家保（互联网版）的保障对象,您好，平安守护·全家保（互联网版）保障对象包括保单载明的被保险人本人（18-65周岁）、其年龄在1-65周岁之间的配偶和子女、以及被保险人本人和配偶的双方父母（不超过80周岁），合计不超过8人。被保险人从事职业不属于《特别职业种类表》。
什么是无有效驾驶证,安安不太明白您的意思，要不您换个问法再试试，或许安安就能明白啦！
如何查询账户内绑定车辆,您好，您可通过APP底部→我的→ 我的爱车 ，即可查看绑定的所有车牌。
咨诉处理时效,您好，为您上报问题后，部分问题可在5个工作日左右为您处理完成。
如何查看银行卡卡号,"您好，如果您需要查询您绑定的银行卡卡号，您可以通过平安好车主底部→【我的】→ 我的钱包 →【银行卡】进行查看。

★温馨提醒：
仅支持查看银行卡卡号后四位。"
人伤案件能否委托保险公司处理,您好，理赔过程可以委托我司跟进处理，最终我司和伤者达成赔付一致意见时您只需配合办理手续即可，具体事宜可以咨询理赔专员。
是否需要购买无法找到第三方特约险,您好，车险综合改革后，无法找到第三方特约险已并入车损险理赔范围，无需单独投保。
如何辨别商城产品真伪,您好，对商城的商品，我们有严格的质量把关，请客户放心购买。平安APP平台严禁商家出售假冒商品、盗版商品。一经查实，永久下架该商家，停止采购，平安APP平台与商家停止合作、解除合同，并保留追究供应商的法律责任。
台州市民保门诊费用能否报销,安安不太明白您的意思，要不您换个问法再试试，或许安安就能明白啦！
保单信息错误是否影响理赔,"您好，保单中仅车牌错误一般不会影响您的理赔，我司在理赔时会参考系统中的车架号及发动机号核对车辆身份；如果保单中其他信息登记错误，可能会影响到您的理赔，建议先将信息不符的地方进行批改之后再办理理赔，具体请联系理赔员确认哦。

★温馨提醒：
如需批改保单信息，可登录平安好车主APP自助批改。"
理赔对医院的要求,保险人与投保人约定的定点医院，未约定定点医院的，应为中华人民共和国境内（港、澳、台地区除外）合法经营的二级以上（含二级）公立医院的普通部（不包含其中的特需医疗、外宾医疗、干部病房等），不包括疗养院、护理院、康复中心、戒酒或戒毒中心、精神心理治疗中心以及无相应医护人员或设备的二级或三级医院的联合医院或联合病房等。
需要人脸识别的原因,"您好，为了保证您的信息安全，将原来的证件号验证改为人脸识别验证。

★温馨提醒：
本设备识别通过后，下次登录查询保单无需再次识别。"
交强险无责赔付的定义,"您好，关于交强险的无责赔付是指：
交通事故中一方全责，另一方无责的情形下，全责方出现人员伤亡，无责方保险公司根据交强险的无责任赔付规则，对有责方仍给予一定赔偿的限额。"
车险定损申请,您好，如您已完成车险报案，可在平安好车主APP查询理赔员联系方式，联系理赔员预约定损时间。如您还未报案，可通过平安好车主APP首页→办理赔/报保险→ 我要报案 完成车险报案。
